"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","tpgeo.com/23.236.62.147","443","INFO","HTTP","",""
"pre_128cipher","tpgeo.com/23.236.62.147","443","INFO","No 128 cipher limit bug","",""
"SSLv2","tpgeo.com/23.236.62.147","443","OK","not offered","",""
"SSLv3","tpgeo.com/23.236.62.147","443","OK","not offered","",""
"TLS1","tpgeo.com/23.236.62.147","443","INFO","not offered","",""
"TLS1_1","tpgeo.com/23.236.62.147","443","INFO","not offered","",""
"TLS1_2","tpgeo.com/23.236.62.147","443","OK","offered","",""
"TLS1_3","tpgeo.com/23.236.62.147","443","OK","offered with final","",""
"NPN","tpgeo.com/23.236.62.147","443","INFO","not offered","",""
"ALPN_HTTP2","tpgeo.com/23.236.62.147","443","OK","h2","",""
"ALPN","tpgeo.com/23.236.62.147","443","INFO","http/1.1","",""
"cipherlist_NULL","tpgeo.com/23.236.62.147","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","tpgeo.com/23.236.62.147","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","tpgeo.com/23.236.62.147","443","OK","not offered","","CWE-327"
"cipherlist_LOW","tpgeo.com/23.236.62.147","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","tpgeo.com/23.236.62.147","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","tpgeo.com/23.236.62.147","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","tpgeo.com/23.236.62.147","443","INFO","not offered","",""
"cipherlist_STRONG_FS","tpgeo.com/23.236.62.147","443","OK","offered","",""
"cipher_order-tls1_2","tpgeo.com/23.236.62.147","443","OK","server -- server prioritizes ChaCha ciphers when preferred by clients","",""
"cipher-tls1_2_xc02f","tpgeo.com/23.236.62.147","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 521   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc030","tpgeo.com/23.236.62.147","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca8","tpgeo.com/23.236.62.147","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 521   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_2_xc013","tpgeo.com/23.236.62.147","443","LOW","TLSv1.2   xc013   ECDHE-RSA-AES128-SHA              ECDH 521   AES         128      TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA","",""
"cipher-tls1_2_xc014","tpgeo.com/23.236.62.147","443","LOW","TLSv1.2   xc014   ECDHE-RSA-AES256-SHA              ECDH 521   AES         256      TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA","",""
"cipherorder_TLSv1_2","tpgeo.com/23.236.62.147","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-CHACHA20-POLY1305 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-SHA","",""
