"id","fqdn/ip","port","severity","finding","cve","cwe","hint"
"service","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","HTTP","","",""
"pre_128cipher","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","No 128 cipher limit bug","","",""
"SSLv2","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","",""
"SSLv3","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","",""
"TLS1","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","not offered","","",""
"TLS1_1","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","not offered","","",""
"TLS1_2","marseille.mobilierdefrance.com/95.143.65.195","443","OK","offered","","",""
"TLS1_3","marseille.mobilierdefrance.com/95.143.65.195","443","OK","offered with final","","",""
"NPN","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","not offered","","",""
"ALPN_HTTP2","marseille.mobilierdefrance.com/95.143.65.195","443","OK","h2","","",""
"ALPN","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","http/1.1","","",""
"cipherlist_NULL","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","CWE-327",""
"cipherlist_aNULL","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","CWE-327",""
"cipherlist_EXPORT","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","CWE-327",""
"cipherlist_LOW","marseille.mobilierdefrance.com/95.143.65.195","443","OK","not offered","","CWE-327",""
"cipherlist_3DES_IDEA","marseille.mobilierdefrance.com/95.143.65.195","443","INFO","not offered","","CWE-310",""
"cipherlist_OBSOLETED","marseille.mobilierdefrance.com/95.143.65.195","443","LOW","offered","","CWE-310",""
"cipherlist_STRONG_NOFS","marseille.mobilierdefrance.com/95.143.65.195","443","OK","offered","","",""
"cipherlist_STRONG_FS","marseille.mobilierdefrance.com/95.143.65.195","443","OK","offered","","",""
"cipher_order-tls1_2","marseille.mobilierdefrance.com/95.143.65.195","443","OK","server","","",""
"cipher-tls1_2_xc02f","marseille.mobilierdefrance.com/95.143.65.195","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 521   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","","",""
